"gene_name","uniprot","hgnc_symbol","ensembl"
"RPS6KA4","O75676","RPS6KA4","ENSG00000162302"
"PRPS1L1","P21108","PRPS1L1","ENSG00000229937"
"RHOB","P62745","RHOB","ENSG00000143878"
"PPP1R11","O60927","PPP1R11","ENSG00000206501"
"SLC2A14","Q8TDB8","SLC2A14","ENSG00000173262"
"PRDX2","P32119","PRDX2","ENSG00000167815"
"MYOZ1","Q9NP98","MYOZ1","ENSG00000177791"
"GGA2","Q9UJY4","GGA2","ENSG00000103365"
"RPLP2","P05387","RPLP2","ENSG00000177600"
"EPHB4","P54760","EPHB4","ENSG00000196411"
"FKBP11","Q9NYL4","FKBP11","ENSG00000134285"
"CAV1","Q03135","CAV1","ENSG00000105974"
"ZNF780B","Q9Y6R6","ZNF780B","ENSG00000128000"
"RNASEH2A","O75792","RNASEH2A","ENSG00000104889"
"TRIL","Q7L0X0","TRIL","ENSG00000255690"
"TUBD1","Q9UJT1","TUBD1","ENSG00000108423"
"NCSTN","Q92542","NCSTN","ENSG00000162736"
"CWC27","Q6UX04","CWC27","ENSG00000153015"
"COA8","Q96IL0","COA8","ENSG00000256053"
"PEX1","O43933","PEX1","ENSG00000127980"
"NDOR1","Q9UHB4","NDOR1","ENSG00000188566"
"ADRA2C","P18825","ADRA2C","ENSG00000184160"
"ANKRD20A4","Q4UJ75","ANKRD20A4","ENSG00000172014"
"C2orf92","A0A1B0GVN3","C2orf92","ENSG00000228486"
"TMPRSS15","P98073","TMPRSS15","ENSG00000154646"
"ARF3","P61204","ARF3","ENSG00000134287"
"ZNF780A","O75290","ZNF780A","ENSG00000197782"
"TENM3","Q9P273","TENM3","ENSG00000218336"
"BRWD1","Q9NSI6","BRWD1","ENSG00000185658"
"IKZF1","Q13422","IKZF1","ENSG00000185811"
"CTNNA2","P26232","CTNNA2","ENSG00000066032"
"FHL5","Q5TD97","FHL5","ENSG00000112214"
"SLC5A9","Q2M3M2","SLC5A9","ENSG00000117834"
"TRPC7","Q9HCX4","TRPC7","ENSG00000069018"
"CCDC65","Q8IXS2","CCDC65","ENSG00000139537"
"PDE12","Q6L8Q7","PDE12","ENSG00000174840"
"MSC","O60682","MSC","ENSG00000178860"
"RTBDN","Q9BSG5","RTBDN","ENSG00000132026"
"LRSAM1","Q6UWE0","LRSAM1","ENSG00000148356"
"SLC12A9","Q9BXP2","SLC12A9","ENSG00000146828"
"GU182355.1","Q14954","GU182355.1","ENSG00000273603"
"GATAD1","Q8WUU5","GATAD1","ENSG00000157259"
"GU182355.3","Q8N109","GU182355.3","ENSG00000275596"
"TRAF3IP1","Q8TDR0","TRAF3IP1","ENSG00000204104"
"ZNF100","Q8IYN0","ZNF100","ENSG00000274746"
"LTBP2","Q14767","LTBP2","ENSG00000119681"
"NEUROD2","Q15784","NEUROD2","ENSG00000171532"
"UBE2D4","Q9Y2X8","UBE2D4","ENSG00000078967"
"MS4A3","Q96HJ5","MS4A3","ENSG00000149516"
"GRPEL2","Q8TAA5","GRPEL2","ENSG00000164284"
"TNS2","Q63HR2","TNS2","ENSG00000111077"
"OPRM1","P35372","OPRM1","ENSG00000112038"
"JUNB","P17275","JUNB","ENSG00000171223"
"KDM5C","P41229","KDM5C","ENSG00000126012"
"GU182355.5","P43631","GU182355.5","ENSG00000275735"
"TJP2","Q9UDY2","TJP2","ENSG00000119139"
"TRPA1","O75762","TRPA1","ENSG00000104321"
"TRIM71","Q2Q1W2","TRIM71","ENSG00000206557"
"PRPF8","Q6P2Q9","PRPF8","ENSG00000274442"
"EIF4E2","O60573","EIF4E2","ENSG00000135930"
"TYK2","P29597","TYK2","ENSG00000105397"
"P2RX3","P56373","P2RX3","ENSG00000109991"
"CCR4","P51679","CCR4","ENSG00000183813"
"SYP","P08247","SYP","ENSG00000102003"
"ZIK1","Q3SY52","ZIK1","ENSG00000171649"
"MRPL33","O75394","MRPL33","ENSG00000243147"
"SPDYE1","Q8NFV5","SPDYE1","ENSG00000136206"
"GCM1","Q9NP62","GCM1","ENSG00000137270"
"ZNF416","Q9BWM5","ZNF416","ENSG00000083817"
"GFI1","Q99684","GFI1","ENSG00000162676"
"IFI35","P80217","IFI35","ENSG00000068079"
"PSMA7","O14818","PSMA7","ENSG00000101182"
"CA10","Q9NS85","CA10","ENSG00000154975"
"FSD2","A1L4K1","FSD2","ENSG00000186628"
"FXN","Q16595","FXN","ENSG00000165060"
"RRN3","Q9NYV6","RRN3","ENSG00000278494"
"TBC1D2B","Q9UPU7","TBC1D2B","ENSG00000167202"
"C7orf33","Q8WU49","C7orf33","ENSG00000170279"
"EFHD1","Q9BUP0","EFHD1","ENSG00000115468"
"GSC","P56915","GSC","ENSG00000133937"
"TAF3","Q5VWG9","TAF3","ENSG00000165632"
"ZNF682","O95780","ZNF682","ENSG00000197124"
"TSPAN15","O95858","TSPAN15","ENSG00000099282"
"LIMS4","P0CW20","LIMS4","ENSG00000256671"
"MYLK4","Q86YV6","MYLK4","ENSG00000145949"
"PGM1","P36871","PGM1","ENSG00000079739"
"ZNF160","Q9HCG1","ZNF160","ENSG00000170949"
"EVI5","O60447","EVI5","ENSG00000067208"
"SPRYD3","Q8NCJ5","SPRYD3","ENSG00000167778"
"SYNPO2L","Q9H987","SYNPO2L","ENSG00000166317"
"ANAPC10","Q9UM13","ANAPC10","ENSG00000164162"
"ZNF211","Q13398","ZNF211","ENSG00000121417"
"CPVL","Q9H3G5","CPVL","ENSG00000106066"
"ZBED5","Q49AG3","ZBED5","ENSG00000236287"
"CNKSR3","Q6P9H4","CNKSR3","ENSG00000153721"
"PRMT3","O60678","PRMT3","ENSG00000185238"
"PRG3","Q9Y2Y8","PRG3","ENSG00000156575"
"MGRN1","O60291","MGRN1","ENSG00000102858"
"HNF4G","Q14541","HNF4G","ENSG00000164749"
"RNF208","Q9H0X6","RNF208","ENSG00000212864"
"ZNF154","Q13106","ZNF154","ENSG00000179909"
"UQCRFS1","P47985","UQCRFS1","ENSG00000169021"
"NRCAM","Q92823","NRCAM","ENSG00000091129"
"FBLN5","Q9UBX5","FBLN5","ENSG00000140092"
"AGAP5","A6NIR3","AGAP5","ENSG00000172650"
"ZSCAN4","Q8NAM6","ZSCAN4","ENSG00000180532"
"GYPE","P15421","GYPE","ENSG00000197465"
"CXorf66","Q5JRM2","CXorf66","ENSG00000203933"
"SLC7A6OS","Q96CW6","SLC7A6OS","ENSG00000103061"
"VAPB","O95292","VAPB","ENSG00000124164"
"SGCE","O43556","SGCE","ENSG00000127990"
"ZNF134","P52741","ZNF134","ENSG00000213762"
"TUBB","P07437","TUBB","ENSG00000196230"
"ARL6IP1","Q15041","ARL6IP1","ENSG00000170540"
"VSTM2B","A6NLU5","VSTM2B","ENSG00000187135"
"SOWAHD","A6NJG2","SOWAHD","ENSG00000187808"
"ITGB3BP","Q13352","ITGB3BP","ENSG00000142856"
"ZNF530","Q6P9A1","ZNF530","ENSG00000183647"
"ZNF415","Q09FC8","ZNF415","ENSG00000170954"
"BLCAP","P62952","BLCAP","ENSG00000166619"
"CSN1S1","P47710","CSN1S1","ENSG00000126545"
"ERBB2","P04626","ERBB2","ENSG00000141736"
"ZNF671","Q8TAW3","ZNF671","ENSG00000083814"
"RPL39","P62891","RPL39","ENSG00000198918"
"GFM1","Q96RP9","GFM1","ENSG00000168827"
"PCBP3","P57721","PCBP3","ENSG00000183570"
"CRTC3","Q6UUV7","CRTC3","ENSG00000140577"
"ZNF776","Q68DI1","ZNF776","ENSG00000152443"
"COL11A1","P12107","COL11A1","ENSG00000060718"
"NNAT","Q16517","NNAT","ENSG00000053438"
"PAIP1","Q9H074","PAIP1","ENSG00000172239"
"TMEM155","Q4W5P6","TMEM155","ENSG00000164112"
"MAN2B2","Q9Y2E5","MAN2B2","ENSG00000013288"
"ZNF551","Q7Z340","ZNF551","ENSG00000204519"
"ELOVL7","A1L3X0","ELOVL7","ENSG00000164181"
"LXN","Q9BS40","LXN","ENSG00000079257"
"DNAJC13","O75165","DNAJC13","ENSG00000138246"
"GPR63","Q9BZJ6","GPR63","ENSG00000112218"
"GALR1","P47211","GALR1","ENSG00000166573"
"ZNF347","Q96SE7","ZNF347","ENSG00000197937"
"BABAM2","Q9NXR7","BABAM2","ENSG00000158019"
"YIPF5","Q969M3","YIPF5","ENSG00000145817"
"ABCB11","O95342","ABCB11","ENSG00000073734"
"ANGPTL7","O43827","ANGPTL7","ENSG00000171819"
"TBC1D3K","A0A087X1G2","TBC1D3K","ENSG00000273513"
"SLC7A6","Q92536","SLC7A6","ENSG00000103064"
"EFCAB7","A8K855","EFCAB7","ENSG00000203965"
"CYSRT1","A8MQ03","CYSRT1","ENSG00000197191"
"FRG2","Q64ET8","FRG2","ENSG00000274972"
"PRG2","P13727","PRG2","ENSG00000186652"
"COPA","P53621","COPA","ENSG00000122218"
"RNF224","P0DH78","RNF224","ENSG00000233198"
"ASB1","Q9Y576","ASB1","ENSG00000065802"
"CUL1","Q13616","CUL1","ENSG00000055130"
"UPF3B","Q9BZI7","UPF3B","ENSG00000125351"
"MIEN1","Q9BRT3","MIEN1","ENSG00000141741"
"REEP2","Q9BRK0","REEP2","ENSG00000132563"
"ZNF707","Q96C28","ZNF707","ENSG00000181135"
"RSPRY1","Q96DX4","RSPRY1","ENSG00000159579"
"IPCEF1","Q8WWN9","IPCEF1","ENSG00000074706"
"SLC34A3","Q8N130","SLC34A3","ENSG00000198569"
"CHN2","P52757","CHN2","ENSG00000106069"
"TRIM31","Q9BZY9","TRIM31","ENSG00000137397"
"RPS15A","P62244","RPS15A","ENSG00000134419"
"RBKS","Q9H477","RBKS","ENSG00000171174"
"RINL","Q6ZS11","RINL","ENSG00000187994"
"DNPEP","Q9ULA0","DNPEP","ENSG00000123992"
"PPP6R2","O75170","PPP6R2","ENSG00000100239"
"RLBP1","P12271","RLBP1","ENSG00000140522"
"CCDC166","P0CW27","CCDC166","ENSG00000255181"
"PRDM13","Q9H4Q3","PRDM13","ENSG00000112238"
"PCYOX1L","Q8NBM8","PCYOX1L","ENSG00000145882"
"AL357075.5","G9CGD6","AL357075.5","ENSG00000288520"
"UBE4B","O95155","UBE4B","ENSG00000130939"
"PGAP3","Q96FM1","PGAP3","ENSG00000161395"
"HSD17B8","Q92506","HSD17B8","ENSG00000232357"
"IPO8","O15397","IPO8","ENSG00000133704"
"EPB41L5","Q9HCM4","EPB41L5","ENSG00000115109"
"MED11","Q9P086","MED11","ENSG00000161920"
"TUBB4B","P68371","TUBB4B","ENSG00000188229"
"TBC1D3L","B9A6J9","TBC1D3L","ENSG00000274512"
"CDC34","P49427","CDC34","ENSG00000099804"
"NDUFAF4","Q9P032","NDUFAF4","ENSG00000123545"
"TMEM54","Q969K7","TMEM54","ENSG00000121900"
"AMY2B","P19961","AMY2B","ENSG00000240038"
"ANTXR1","Q9H6X2","ANTXR1","ENSG00000169604"
"MSH5","O43196","MSH5","ENSG00000230961"
"FAM166A","Q6J272","FAM166A","ENSG00000188163"
"ATP5MC3","P48201","ATP5MC3","ENSG00000154518"
"PIGN","O95427","PIGN","ENSG00000197563"
"SPDYC","Q5MJ68","SPDYC","ENSG00000204710"
"DRD3","P35462","DRD3","ENSG00000151577"
"C9orf152","Q5JTZ5","C9orf152","ENSG00000188959"
"TPTE2","Q6XPS3","TPTE2","ENSG00000132958"
"KIF2B","Q8N4N8","KIF2B","ENSG00000141200"
"ADGRG3","Q86Y34","ADGRG3","ENSG00000182885"
"HPCA","P84074","HPCA","ENSG00000121905"
"LILRB1","Q8NHL6","LILRB1","ENSG00000277807"
"WDR76","Q9H967","WDR76","ENSG00000092470"
"NPIPB3","Q92617","NPIPB3","ENSG00000169246"
"ZMYND15","Q9H091","ZMYND15","ENSG00000141497"
"PAX1","P15863","PAX1","ENSG00000125813"
"TBC1D3D","A0A087WVF3","TBC1D3D","ENSG00000274419"
"ZNF80","P51504","ZNF80","ENSG00000174255"
"DHRS9","Q9BPW9","DHRS9","ENSG00000073737"
"COL24A1","Q17RW2","COL24A1","ENSG00000171502"
"MYO1H","Q8N1T3","MYO1H","ENSG00000174527"
"MRPL14","Q6P1L8","MRPL14","ENSG00000180992"
"ARFGAP1","Q8N6T3","ARFGAP1","ENSG00000101199"
"CXCL16","Q9H2A7","CXCL16","ENSG00000161921"
"ADCY3","O60266","ADCY3","ENSG00000138031"
"OR1J1","Q8NGS3","OR1J1","ENSG00000136834"
"MTCP1","P56278","MTCP1","ENSG00000214827"
"OR1J2","Q8NGS2","OR1J2","ENSG00000197233"
"TMEM106C","Q9BVX2","TMEM106C","ENSG00000134291"
"NRBP1","Q9UHY1","NRBP1","ENSG00000115216"
"BEGAIN","Q9BUH8","BEGAIN","ENSG00000183092"
"ECHDC3","Q96DC8","ECHDC3","ENSG00000134463"
"OR1J4","Q8NGS1","OR1J4","ENSG00000239590"
"MTOR","P42345","MTOR","ENSG00000198793"
"ZNF486","Q96H40","ZNF486","ENSG00000256229"
"OR1Q1","Q15612","OR1Q1","ENSG00000165202"
"GYPA","P02724","GYPA","ENSG00000170180"
"RNPC3","Q96LT9","RNPC3","ENSG00000185946"
"OR1L8","Q8NGR8","OR1L8","ENSG00000171496"
"CMC4","P56277","CMC4","ENSG00000182712"
"FAM83A","Q86UY5","FAM83A","ENSG00000147689"
"SBF1","O95248","SBF1","ENSG00000100241"
"PARD6A","Q9NPB6","PARD6A","ENSG00000102981"
"OR1N2","Q8NGR9","OR1N2","ENSG00000171501"
"KCTD10","Q9H3F6","KCTD10","ENSG00000110906"
"TBC1D3C","Q6IPX1","TBC1D3C","ENSG00000278299"
"OR1B1","Q8NGR6","OR1B1","ENSG00000280094"
"CSN2","P05814","CSN2","ENSG00000135222"
"OR1N1","Q8NGS0","OR1N1","ENSG00000171505"
"PTRHD1","Q6GMV3","PTRHD1","ENSG00000184924"
"HPS5","Q9UPZ3","HPS5","ENSG00000110756"
"ZNF90","Q03938","ZNF90","ENSG00000213988"
"KCTD16","Q68DU8","KCTD16","ENSG00000183775"
"SLC43A3","Q8NBI5","SLC43A3","ENSG00000134802"
"TMEM63B","Q5T3F8","TMEM63B","ENSG00000137216"
"PTPN6","P29350","PTPN6","ENSG00000111679"
"STPG3","Q8N7X2","STPG3","ENSG00000197768"
"LPL","P06858","LPL","ENSG00000175445"
"CRKL","P46109","CRKL","ENSG00000099942"
"MAPK15","Q8TD08","MAPK15","ENSG00000274205"
"CENPO","Q9BU64","CENPO","ENSG00000138092"
"HSF2BP","O75031","HSF2BP","ENSG00000160207"
"HHIP","Q96QV1","HHIP","ENSG00000164161"
"GGACT","Q9BVM4","GGACT","ENSG00000134864"
"PROP1","O75360","PROP1","ENSG00000175325"
"DLL3","Q9NYJ7","DLL3","ENSG00000090932"
"CMTR2","Q8IYT2","CMTR2","ENSG00000180917"
"H2BFS","P57053","H2BFS","ENSG00000234289"
"SLFN12","Q8IYM2","SLFN12","ENSG00000172123"
"TRPC6","Q9Y210","TRPC6","ENSG00000137672"
"DRC7","Q8IY82","DRC7","ENSG00000159625"
"ARF4","P18085","ARF4","ENSG00000168374"
"ACTL7B","Q9Y614","ACTL7B","ENSG00000148156"
"SPATA6","Q9NWH7","SPATA6","ENSG00000132122"
"ZFHX4","Q86UP3","ZFHX4","ENSG00000091656"
"NHLH1","Q02575","NHLH1","ENSG00000171786"
"ACTL7A","Q9Y615","ACTL7A","ENSG00000187003"
"TAPBP","O15533","TAPBP","ENSG00000112493"
"GTF2H4","Q92759","GTF2H4","ENSG00000234370"
"KLRK1","P26718","KLRK1","ENSG00000213809"
"BRCC3","P46736","BRCC3","ENSG00000185515"
"VANGL2","Q9ULK5","VANGL2","ENSG00000162738"
"TARBP2","Q15633","TARBP2","ENSG00000139546"
"TMPPE","Q6ZT21","TMPPE","ENSG00000188167"
"TP53TG3C","Q9ULZ0","TP53TG3C","ENSG00000205457"
"RARRES1","P49788","RARRES1","ENSG00000118849"
"NCR3","O14931","NCR3","ENSG00000225211"
"NEUROG3","Q9Y4Z2","NEUROG3","ENSG00000122859"
"GYPB","P06028","GYPB","ENSG00000250361"
"TXN","P10599","TXN","ENSG00000136810"
"RNFT1","Q5M7Z0","RNFT1","ENSG00000189050"
"STK40","Q8N2I9","STK40","ENSG00000196182"
"TP53TG3E","Q9ULZ0","TP53TG3E","ENSG00000275034"
"PLCB1","Q9NQ66","PLCB1","ENSG00000182621"
"SLAMF6","Q96DU3","SLAMF6","ENSG00000162739"
"AMY2A","P04746","AMY2A","ENSG00000243480"
"ZNF484","Q5JVG2","ZNF484","ENSG00000127081"
"MS4A2","Q01362","MS4A2","ENSG00000149534"
"AL133414.5","Q14953","AL133414.5","ENSG00000277650"
"ZNF665","Q9H7R5","ZNF665","ENSG00000197497"
"NGB","Q9NPG2","NGB","ENSG00000165553"
"TMEM151A","Q8N4L1","TMEM151A","ENSG00000179292"
"ZBTB22","O15209","ZBTB22","ENSG00000229253"
"INVS","Q9Y283","INVS","ENSG00000119509"
"MYD88","Q99836","MYD88","ENSG00000172936"
"CD248","Q9HCU0","CD248","ENSG00000174807"
"OGFRL1","Q5TC84","OGFRL1","ENSG00000119900"
"VPS28","Q9UK41","VPS28","ENSG00000160948"
"PRSS16","Q9NQE7","PRSS16","ENSG00000112812"
"DIPK1A","Q5T7M9","DIPK1A","ENSG00000154511"
"CD84","Q9UIB8","CD84","ENSG00000066294"
"ZFP14","Q9HCL3","ZFP14","ENSG00000142065"
"UGGT2","Q9NYU1","UGGT2","ENSG00000102595"
"SECISBP2L","Q93073","SECISBP2L","ENSG00000138593"
"MARCH10","Q8NA82","MARCH10","ENSG00000173838"
"AL133414.3","Q8N109","AL133414.3","ENSG00000274676"
"ELOVL5","Q9NYP7","ELOVL5","ENSG00000012660"
"AL133414.1","Q14954","AL133414.1","ENSG00000273517"
"BEND5","Q7L4P6","BEND5","ENSG00000162373"
"PCCA","P05165","PCCA","ENSG00000175198"
"NPHP3","Q7Z494","NPHP3","ENSG00000113971"
"IFI6","P09912","IFI6","ENSG00000126709"
"SLC6A5","Q9Y345","SLC6A5","ENSG00000165970"
"TEX10","Q9NXF1","TEX10","ENSG00000136891"
"CALB2","P22676","CALB2","ENSG00000172137"
"AGBL4","Q5VU57","AGBL4","ENSG00000186094"
"RPL5","P46777","RPL5","ENSG00000122406"
"ACKR4","Q9NPB9","ACKR4","ENSG00000129048"
"TBC1D3E","A0A087X179","TBC1D3E","ENSG00000278599"
"MFSD1","Q9H3U5","MFSD1","ENSG00000118855"
"GLB1","P16278","GLB1","ENSG00000170266"
"GABRR3","A8MPY1","GABRR3","ENSG00000183185"
"SLAMF1","Q13291","SLAMF1","ENSG00000117090"
"SLFN13","Q68D06","SLFN13","ENSG00000154760"
"PDE4A","P27815","PDE4A","ENSG00000065989"
"BRI3","O95415","BRI3","ENSG00000164713"
"TP53TG3B","Q9ULZ0","TP53TG3B","ENSG00000261509"
"TBC1D3","Q8IZP1","TBC1D3","ENSG00000274611"
"GHRHR","Q02643","GHRHR","ENSG00000106128"
"RPS6KB1","P23443","RPS6KB1","ENSG00000108443"
"BAIAP2L1","Q9UHR4","BAIAP2L1","ENSG00000006453"
"LST1","O00453","LST1","ENSG00000234514"
"CD48","P09326","CD48","ENSG00000117091"
"SPATA19","Q7Z5L4","SPATA19","ENSG00000166118"
"MET","P08581","MET","ENSG00000105976"
"CDC37","Q16543","CDC37","ENSG00000105401"
"ZNF677","Q86XU0","ZNF677","ENSG00000197928"
"GK5","Q6ZS86","GK5","ENSG00000175066"
"NOS2","P35228","NOS2","ENSG00000007171"
"MMUT","P22033","MMUT","ENSG00000146085"
"TSEN54","Q7Z6J9","TSEN54","ENSG00000182173"
"UBA5","Q9GZZ9","UBA5","ENSG00000081307"
"ZFP82","Q8N141","ZFP82","ENSG00000181007"
"HS1BP3","Q53T59","HS1BP3","ENSG00000118960"
"OTUD4","Q01804","OTUD4","ENSG00000164164"
"SELENOV","P59797","SELENOV","ENSG00000186838"
"TP53TG3F","Q9ULZ0","TP53TG3F","ENSG00000278848"
"LYRM9","A8MSI8","LYRM9","ENSG00000232859"
"LNPK","Q9C0E8","LNPK","ENSG00000144320"
"L1TD1","Q5T7N2","L1TD1","ENSG00000240563"
"LST1","O00453","LST1","ENSG00000226182"
"DCAF4","Q8WV16","DCAF4","ENSG00000119599"
"STATH","P02808","STATH","ENSG00000126549"
"AMY1A","P04745","AMY1A","ENSG00000237763"
"IL17B","Q9UHF5","IL17B","ENSG00000127743"
"HIF3A","Q9Y2N7","HIF3A","ENSG00000124440"
"FREM3","P0C091","FREM3","ENSG00000183090"
"VN1R2","Q8NFZ6","VN1R2","ENSG00000196131"
"SALL3","Q9BXA9","SALL3","ENSG00000256463"
"PLEKHH2","Q8IVE3","PLEKHH2","ENSG00000152527"
"CAPN1","P07384","CAPN1","ENSG00000014216"
"SS18L1","O75177","SS18L1","ENSG00000184402"
"NOP53","Q9NZM5","NOP53","ENSG00000105373"
"TRIM40","Q6P9F5","TRIM40","ENSG00000172524"
"FAM83H","Q6ZRV2","FAM83H","ENSG00000273889"
"PLLP","Q9Y342","PLLP","ENSG00000102934"
"SRPX2","O60687","SRPX2","ENSG00000102359"
"C1GALT1C1L","P0DN25","C1GALT1C1L","ENSG00000223658"
"CENPQ","Q7L2Z9","CENPQ","ENSG00000031691"
"SOX3","P41225","SOX3","ENSG00000134595"
"ARL2BP","Q9Y2Y0","ARL2BP","ENSG00000102931"
"GLYATL3","Q5SZD4","GLYATL3","ENSG00000203972"
"SYTL1","Q8IYJ3","SYTL1","ENSG00000142765"
"KLRC4","O43908","KLRC4","ENSG00000183542"
"NDUFA1","O15239","NDUFA1","ENSG00000125356"
"TRPM5","Q9NZQ8","TRPM5","ENSG00000070985"
"RNF113A","O15541","RNF113A","ENSG00000125352"
"NDUFAF1","Q9Y375","NDUFAF1","ENSG00000137806"
"MPHOSPH8","Q99549","MPHOSPH8","ENSG00000196199"
"MRPL48","Q96GC5","MRPL48","ENSG00000175581"
"EID2B","Q96D98","EID2B","ENSG00000176401"
"C6orf141","Q5SZD1","C6orf141","ENSG00000197261"
"ACAD11","Q709F0","ACAD11","ENSG00000240303"
"TIGIT","Q495A1","TIGIT","ENSG00000181847"
"ENKD1","Q9H0I2","ENKD1","ENSG00000124074"
"ZNF200","P98182","ZNF200","ENSG00000010539"
"LST1","O00453","LST1","ENSG00000231048"
"NCR3","O14931","NCR3","ENSG00000237808"
"C16orf86","Q6ZW13","C16orf86","ENSG00000159761"
"APCDD1L","Q8NCL9","APCDD1L","ENSG00000198768"
"CATSPER4","Q7RTX7","CATSPER4","ENSG00000188782"
"KLHL32","Q96NJ5","KLHL32","ENSG00000186231"
"KANK4","Q5T7N3","KANK4","ENSG00000132854"
"REXO1","Q8N1G1","REXO1","ENSG00000079313"
"OR1F1","O43749","OR1F1","ENSG00000168124"
"TUFM","P49411","TUFM","ENSG00000178952"
"LOXHD1","Q8IVV2","LOXHD1","ENSG00000167210"
"CCL22","O00626","CCL22","ENSG00000102962"
"HAS2","Q92819","HAS2","ENSG00000170961"
"TANC2","Q9HCD6","TANC2","ENSG00000170921"
"EID2","Q8N6I1","EID2","ENSG00000176396"
"SOCS7","O14512","SOCS7","ENSG00000274211"
"TMPRSS6","Q8IU80","TMPRSS6","ENSG00000187045"
"TRIM27","P14373","TRIM27","ENSG00000237071"
"GABRG1","Q8N1C3","GABRG1","ENSG00000163285"
"MTF2","Q9Y483","MTF2","ENSG00000143033"
"DDR1","Q08345","DDR1","ENSG00000215522"
"IGSF9B","Q9UPX0","IGSF9B","ENSG00000080854"
"ANXA3","P12429","ANXA3","ENSG00000138772"
"SMAP2","Q8WU79","SMAP2","ENSG00000084070"
"TM4SF5","O14894","TM4SF5","ENSG00000142484"
"WDR54","Q9H977","WDR54","ENSG00000005448"
"NR2E3","Q9Y5X4","NR2E3","ENSG00000278570"
"ABCE1","P61221","ABCE1","ENSG00000164163"
"NCR3","O14931","NCR3","ENSG00000236979"
"NUDT16L1","Q9BRJ7","NUDT16L1","ENSG00000168101"
"STX5","Q13190","STX5","ENSG00000162236"
"RING1","Q06587","RING1","ENSG00000231115"
"PRR5","P85299","PRR5","ENSG00000186654"
"HS6ST3","Q8IZP7","HS6ST3","ENSG00000185352"
"WNT10B","O00744","WNT10B","ENSG00000169884"
"PLD1","Q13393","PLD1","ENSG00000075651"
"ZNF566","Q969W8","ZNF566","ENSG00000186017"
"MARCH5","Q9NX47","MARCH5","ENSG00000198060"
"TXNDC8","Q6A555","TXNDC8","ENSG00000204193"
"FAIM","Q9NVQ4","FAIM","ENSG00000158234"
"EGR1","P18146","EGR1","ENSG00000120738"
"WNT1","P04628","WNT1","ENSG00000125084"
"SYTL4","Q96C24","SYTL4","ENSG00000102362"
"AL133414.6","P43631","AL133414.6","ENSG00000278152"
"SLFN12L","Q6IEE8","SLFN12L","ENSG00000205045"
"KIAA0556","O60303","KIAA0556","ENSG00000047578"
"CX3CL1","P78423","CX3CL1","ENSG00000006210"
"KLF16","Q9BXK1","KLF16","ENSG00000129911"
"TARS","P26639","TARS","ENSG00000113407"
"SENP8","Q96LD8","SENP8","ENSG00000166192"
"AKTIP","Q9H8T0","AKTIP","ENSG00000166971"
"C8orf76","Q96K31","C8orf76","ENSG00000189376"
"CCL17","Q92583","CCL17","ENSG00000102970"
"FOXD4L5","Q5VV16","FOXD4L5","ENSG00000204779"
"ODF2L","Q9ULJ1","ODF2L","ENSG00000122417"
"MIPOL1","Q8TD10","MIPOL1","ENSG00000151338"
"CACNG2","Q9Y698","CACNG2","ENSG00000166862"
"MYH3","P11055","MYH3","ENSG00000109063"
"ZBTB20","Q9HC78","ZBTB20","ENSG00000181722"
"DIAPH3","Q9NSV4","DIAPH3","ENSG00000139734"
"ZHX1-C8orf76","Q96EF9","ZHX1-C8orf76","ENSG00000259305"
"GZMM","P51124","GZMM","ENSG00000197540"
"DDC","P20711","DDC","ENSG00000132437"
"HPX","P02790","HPX","ENSG00000110169"
"ZHX1","Q9UKY1","ZHX1","ENSG00000165156"
"SELENOW","P63302","SELENOW","ENSG00000178980"
"SOX11","P35716","SOX11","ENSG00000176887"
"TLE2","Q04725","TLE2","ENSG00000065717"
"MSL3","Q8N5Y2","MSL3","ENSG00000005302"
"ZNF260","Q3ZCT1","ZNF260","ENSG00000254004"
"MGAT5B","Q3V5L5","MGAT5B","ENSG00000167889"
"ZNF587","Q96SQ5","ZNF587","ENSG00000198466"
"TLCD2","A6NGC4","TLCD2","ENSG00000275246"
"SERINC2","Q96SA4","SERINC2","ENSG00000168528"
"GFOD2","Q3B7J2","GFOD2","ENSG00000141098"
"MAS1L","P35410","MAS1L","ENSG00000228377"
"ZNF552","Q9H707","ZNF552","ENSG00000178935"
"DENND6A","Q8IWF6","DENND6A","ENSG00000174839"
"ZNF382","Q96SR6","ZNF382","ENSG00000161298"
"SH3TC1","Q8TE82","SH3TC1","ENSG00000125089"
"CCDC33","Q8N5R6","CCDC33","ENSG00000140481"
"ZNF587B","E7ETH6","ZNF587B","ENSG00000269343"
"RBL2","Q08999","RBL2","ENSG00000103479"
"FIGNL1","Q6PIW4","FIGNL1","ENSG00000132436"
"CASK","O14936","CASK","ENSG00000147044"
"TLE7","A0A1W2PR48","TLE7","ENSG00000260734"
"CD47","Q08722","CD47","ENSG00000196776"
"ZNF586","Q9NXT0","ZNF586","ENSG00000083828"
"ZNF529","Q6P280","ZNF529","ENSG00000186020"
"PPP1R1B","Q9UD71","PPP1R1B","ENSG00000131771"
"MAP3K10","Q02779","MAP3K10","ENSG00000130758"
"KMT2D","O14686","KMT2D","ENSG00000167548"
"LAMA1","P25391","LAMA1","ENSG00000101680"
"DR1","Q01658","DR1","ENSG00000117505"
"EXOSC9","Q06265","EXOSC9","ENSG00000123737"
