"gene_name","uniprot","hgnc_symbol","ensembl"
"MBNL3","Q9NUK0","MBNL3","ENSG00000076770"
"NDUFC2-KCTD14","E9PQ53","NDUFC2-KCTD14","ENSG00000259112"
"KCTD14","Q9BQ13","KCTD14","ENSG00000151364"
"OR11H12","B2RN74","OR11H12","ENSG00000257115"
"RNF150","Q9ULK6","RNF150","ENSG00000170153"
"PPT2","Q9UMR5","PPT2","ENSG00000231618"
"RSRP1","Q9BUV0","RSRP1","ENSG00000117616"
"CYB5D2","Q8WUJ1","CYB5D2","ENSG00000167740"
"PLAA","Q9Y263","PLAA","ENSG00000137055"
"PACSIN1","Q9BY11","PACSIN1","ENSG00000124507"
"ANKRD65","E5RJM6","ANKRD65","ENSG00000235098"
"CPEB4","Q17RY0","CPEB4","ENSG00000113742"
"PLA2G2D","Q9UNK4","PLA2G2D","ENSG00000117215"
"HECW1","Q76N89","HECW1","ENSG00000002746"
"IRAK1","P51617","IRAK1","ENSG00000184216"
"TRIM10","Q9UDY6","TRIM10","ENSG00000229381"
"TMEM88B","A6NKF7","TMEM88B","ENSG00000205116"
"ZNF239","Q16600","ZNF239","ENSG00000196793"
"UNC5CL","Q8IV45","UNC5CL","ENSG00000124602"
"ZNF618","Q5T7W0","ZNF618","ENSG00000157657"
"ARNT2","Q9HBZ2","ARNT2","ENSG00000172379"
"RUNX2","Q13950","RUNX2","ENSG00000124813"
"OR2J2","O76002","OR2J2","ENSG00000226000"
"VWA1","Q6PCB0","VWA1","ENSG00000179403"
"APBA2","Q99767","APBA2","ENSG00000034053"
"HLA-B","P30460","HLA-B","ENSG00000223532"
"HLA-B","P30462","HLA-B","ENSG00000223532"
"HLA-B","Q95365","HLA-B","ENSG00000223532"
"HLA-B","P30475","HLA-B","ENSG00000223532"
"HLA-B","P30479","HLA-B","ENSG00000223532"
"WWC3","Q9ULE0","WWC3","ENSG00000047644"
"CPQ","Q9Y646","CPQ","ENSG00000104324"
"RASA3","Q14644","RASA3","ENSG00000185989"
"B9D1","Q9UPM9","B9D1","ENSG00000108641"
"WDR35","Q9P2L0","WDR35","ENSG00000118965"
"C9orf16","Q9BUW7","C9orf16","ENSG00000171159"
"PCDH17","O14917","PCDH17","ENSG00000118946"
"PLA2G2F","Q9BZM2","PLA2G2F","ENSG00000158786"
"PRIM2","P49643","PRIM2","ENSG00000146143"
"SGCZ","Q96LD1","SGCZ","ENSG00000185053"
"NT5C2","P49902","NT5C2","ENSG00000076685"
"PLA2G2C","Q5R387","PLA2G2C","ENSG00000187980"
"RIMS2","Q9UQ26","RIMS2","ENSG00000176406"
"PLAC1","Q9HBJ0","PLAC1","ENSG00000170965"
"UBXN10","Q96LJ8","UBXN10","ENSG00000162543"
"OR14J1","Q9UGF5","OR14J1","ENSG00000234195"
"MARCH11","A6NNE9","MARCH11","ENSG00000183654"
"TMEM184B","Q9Y519","TMEM184B","ENSG00000198792"
"CPSF2","Q9P2I0","CPSF2","ENSG00000165934"
"WFDC3","Q8IUB2","WFDC3","ENSG00000124116"
"KCNJ15","Q99712","KCNJ15","ENSG00000157551"
"GLIS2","Q9BZE0","GLIS2","ENSG00000274636"
"GOLGA8G","Q08AF8","GOLGA8G","ENSG00000277090"
"SLC22A1","O15245","SLC22A1","ENSG00000175003"
"VASN","Q6EMK4","VASN","ENSG00000274334"
"SH2D3C","Q8N5H7","SH2D3C","ENSG00000095370"
"DGUOK","Q16854","DGUOK","ENSG00000114956"
"TSPYL5","Q86VY4","TSPYL5","ENSG00000180543"
"ITIH3","Q06033","ITIH3","ENSG00000162267"
"DGKQ","P52824","DGKQ","ENSG00000145214"
"PAXIP1","Q6ZW49","PAXIP1","ENSG00000157212"
"ATP6V0A4","Q9HBG4","ATP6V0A4","ENSG00000105929"
"PCSK4","Q6UW60","PCSK4","ENSG00000115257"
"SERGEF","Q9UGK8","SERGEF","ENSG00000129158"
"CNNM2","Q9H8M5","CNNM2","ENSG00000148842"
"SLC25A32","Q9H2D1","SLC25A32","ENSG00000164933"
"DOK3","Q7L591","DOK3","ENSG00000146094"
"TMEM213","A2RRL7","TMEM213","ENSG00000214128"
"C18orf63","Q68DL7","C18orf63","ENSG00000206043"
"TRIM15","Q9C019","TRIM15","ENSG00000235905"
"ZNF622","Q969S3","ZNF622","ENSG00000173545"
"SPDEF","O95238","SPDEF","ENSG00000124664"
"DIPK1C","Q0P6D2","DIPK1C","ENSG00000187773"
"FAM110C","Q1W6H9","FAM110C","ENSG00000184731"
"IDUA","P35475","IDUA","ENSG00000127415"
"MFAP4","P55083","MFAP4","ENSG00000166482"
"MCU","Q8NE86","MCU","ENSG00000156026"
"ZNF485","Q8NCK3","ZNF485","ENSG00000198298"
"NOA1","Q8NC60","NOA1","ENSG00000084092"
"FHL3","Q13643","FHL3","ENSG00000183386"
"MPND","Q8N594","MPND","ENSG00000008382"
"TRO","Q12816","TRO","ENSG00000067445"
"AS3MT","Q9HBK9","AS3MT","ENSG00000214435"
"SLC23A1","Q9UHI7","SLC23A1","ENSG00000170482"
"B4GALNT3","Q6L9W6","B4GALNT3","ENSG00000139044"
"TPH1","P17752","TPH1","ENSG00000129167"
"TDRD7","Q8NHU6","TDRD7","ENSG00000196116"
"BORCS7","Q96B45","BORCS7","ENSG00000166275"
"PAM16","Q9Y3D7","PAM16","ENSG00000282228"
"SLC26A1","Q9H2B4","SLC26A1","ENSG00000145217"
"KIAA1549","Q9HCM3","KIAA1549","ENSG00000122778"
"GPI","P06744","GPI","ENSG00000105220"
"SAR1B","Q9Y6B6","SAR1B","ENSG00000152700"
"NFYA","P23511","NFYA","ENSG00000001167"
"METTL14","Q9HCE5","METTL14","ENSG00000145388"
"GCHFR","P30047","GCHFR","ENSG00000137880"
"ANXA10","Q9UJ72","ANXA10","ENSG00000109511"
"PAIP2","Q9BPZ3","PAIP2","ENSG00000120727"
"SFTPB","P07988","SFTPB","ENSG00000168878"
"REST","Q13127","REST","ENSG00000084093"
"C15orf62","A8K5M9","C15orf62","ENSG00000188277"
"PDZD4","Q76G19","PDZD4","ENSG00000067840"
"ZNF579","Q8NAF0","ZNF579","ENSG00000218891"
"ADCK2","Q7Z695","ADCK2","ENSG00000133597"
"UTP11","Q9Y3A2","UTP11","ENSG00000183520"
"POU3F1","Q03052","POU3F1","ENSG00000185668"
"SEC24A","O95486","SEC24A","ENSG00000113615"
"PLAAT5","Q96KN8","PLAAT5","ENSG00000168004"
"HK3","P52790","HK3","ENSG00000160883"
"PRC1","O43663","PRC1","ENSG00000198901"
"HEATR5B","Q9P2D3","HEATR5B","ENSG00000008869"
"PDLIM7","Q9NR12","PDLIM7","ENSG00000196923"
"POM121C","A8CG34","POM121C","ENSG00000272391"
"CFAP97D2","A0A1B0GU71","CFAP97D2","ENSG00000283361"
"FGFR3","P22607","FGFR3","ENSG00000068078"
"CTDSP1","Q9GZU7","CTDSP1","ENSG00000144579"
"PDCD2L","Q9BRP1","PDCD2L","ENSG00000126249"
"DNAJC17","Q9NVM6","DNAJC17","ENSG00000104129"
"RSPO3","Q9BXY4","RSPO3","ENSG00000146374"
"MYL10","Q9BUA6","MYL10","ENSG00000106436"
"UNC5A","Q6ZN44","UNC5A","ENSG00000113763"
"ZNF592","Q92610","ZNF592","ENSG00000166716"
"CENPW","Q5EE01","CENPW","ENSG00000203760"
"TRIM73","Q86UV7","TRIM73","ENSG00000178809"
"ARHGAP20","Q9P2F6","ARHGAP20","ENSG00000137727"
"NDUFB2","O95178","NDUFB2","ENSG00000090266"
"TMEM127","O75204","TMEM127","ENSG00000135956"
"EPN2","O95208","EPN2","ENSG00000072134"
"ALPK3","Q96L96","ALPK3","ENSG00000136383"
"SLC15A1","P46059","SLC15A1","ENSG00000088386"
"TRIM52","Q96A61","TRIM52","ENSG00000183718"
"ATAD3C","Q5T2N8","ATAD3C","ENSG00000215915"
"ANKRD26","Q9UPS8","ANKRD26","ENSG00000107890"
"ZNF317","Q96PQ6","ZNF317","ENSG00000130803"
"DLG2","Q15700","DLG2","ENSG00000150672"
"CTAGE15","A4D2H0","CTAGE15","ENSG00000271079"
"SLC4A11","Q8NBS3","SLC4A11","ENSG00000088836"
"ZNF32","P17041","ZNF32","ENSG00000169740"
"OR7D2","Q96RA2","OR7D2","ENSG00000188000"
"LILRB3","O75022","LILRB3","ENSG00000275019"
"NCR3","O14931","NCR3","ENSG00000204475"
"TAF7","Q15545","TAF7","ENSG00000178913"
"SLC25A2","Q9BXI2","SLC25A2","ENSG00000120329"
"LAMA3","Q16787","LAMA3","ENSG00000053747"
"TMEM30A","Q9NV96","TMEM30A","ENSG00000112697"
"CDKL3","Q8IVW4","CDKL3","ENSG00000006837"
"MGAM2","Q2M2H8","MGAM2","ENSG00000257743"
"STK36","Q9NRP7","STK36","ENSG00000163482"
"MSMP","Q1L6U9","MSMP","ENSG00000215183"
"ABHD17C","Q6PCB6","ABHD17C","ENSG00000136379"
"OR7D4","Q8NG98","OR7D4","ENSG00000174667"
"ZFYVE19","Q96K21","ZFYVE19","ENSG00000166140"
"TPI1","P60174","TPI1","ENSG00000111669"
"TCAF2","A6NFQ2","TCAF2","ENSG00000170379"
"CD276","Q5ZPR3","CD276","ENSG00000103855"
"DCDC1","M0R2J8","DCDC1","ENSG00000170959"
"DENND2A","Q9ULE3","DENND2A","ENSG00000146966"
"RPS9","P46781","RPS9","ENSG00000274950"
"OR7E24","Q6IFN5","OR7E24","ENSG00000237521"
"RGP1","Q92546","RGP1","ENSG00000107185"
"ERCC8","Q13216","ERCC8","ENSG00000049167"
"PPP2CA","P67775","PPP2CA","ENSG00000113575"
"SPSB2","Q99619","SPSB2","ENSG00000111671"
"ADAM2","Q99965","ADAM2","ENSG00000276286"
"ZNF699","Q32M78","ZNF699","ENSG00000196110"
"RNF25","Q96BH1","RNF25","ENSG00000163481"
"TRIM15","Q9C019","TRIM15","ENSG00000235960"
"ABRA","Q8N0Z2","ABRA","ENSG00000174429"
"PRSS58","Q8IYP2","PRSS58","ENSG00000258223"
"ZDHHC4","Q9NPG8","ZDHHC4","ENSG00000136247"
"LILRA6","Q6PI73","LILRA6","ENSG00000275539"
"ABCC8","Q09428","ABCC8","ENSG00000006071"
"CYBRD1","Q53TN4","CYBRD1","ENSG00000071967"
"TET3","O43151","TET3","ENSG00000187605"
"NXF2B","Q9GZY0","NXF2B","ENSG00000269437"
"WASHC1","A8K0Z3","WASHC1","ENSG00000181404"
"SLC28A1","O00337","SLC28A1","ENSG00000156222"
"OIT3","Q8WWZ8","OIT3","ENSG00000138315"
"CCDC32","Q9BV29","CCDC32","ENSG00000128891"
"LST1","O00453","LST1","ENSG00000204482"
"TRPM6","Q9BX84","TRPM6","ENSG00000119121"
"MED26","O95402","MED26","ENSG00000105085"
"TMPRSS11B","Q86T26","TMPRSS11B","ENSG00000185873"
"TIMM10B","Q9Y5J6","TIMM10B","ENSG00000132286"
"PLA2G12B","Q9BX93","PLA2G12B","ENSG00000138308"
"CFAP221","Q4G0U5","CFAP221","ENSG00000163075"
"ENO2","P09104","ENO2","ENSG00000111674"
"TLN2","Q9Y4G6","TLN2","ENSG00000171914"
"CORO7","P57737","CORO7","ENSG00000282725"
"XPC","Q01831","XPC","ENSG00000154767"
"BOLA3","Q53S33","BOLA3","ENSG00000163170"
"TSTD2","Q5T7W7","TSTD2","ENSG00000136925"
"KRTCAP3","Q53RY4","KRTCAP3","ENSG00000157992"
"DNM1","Q05193","DNM1","ENSG00000106976"
"SLC38A1","Q9H2H9","SLC38A1","ENSG00000111371"
"DNHD1","Q96M86","DNHD1","ENSG00000179532"
"JPT2","Q9H910","JPT2","ENSG00000206053"
"SSBP4","Q9BWG4","SSBP4","ENSG00000130511"
"YIF1B","Q5BJH7","YIF1B","ENSG00000167645"
"ILRUN","Q9H6K1","ILRUN","ENSG00000196821"
"LSM3","P62310","LSM3","ENSG00000170860"
"CA5B","Q9Y2D0","CA5B","ENSG00000169239"
"ZNF524","Q96C55","ZNF524","ENSG00000171443"
"FIZ1","Q96SL8","FIZ1","ENSG00000179943"
"TCF7","P36402","TCF7","ENSG00000081059"
"TCP11X2","B4DZS4","TCP11X2","ENSG00000215029"
"NTRK3","Q16288","NTRK3","ENSG00000140538"
"ZNF865","P0CJ78","ZNF865","ENSG00000261221"
"CLTRN","Q9HBJ8","CLTRN","ENSG00000147003"
"PKD1L1","Q8TDX9","PKD1L1","ENSG00000158683"
"CALR3","Q96L12","CALR3","ENSG00000269058"
"ZNF784","Q8NCA9","ZNF784","ENSG00000179922"
"TMEM43","Q9BTV4","TMEM43","ENSG00000170876"
"TCP11X2","Q5H9J9","TCP11X2","ENSG00000215029"
"NCBP1","Q09161","NCBP1","ENSG00000136937"
"DHX35","Q9H5Z1","DHX35","ENSG00000101452"
"CRAMP1","Q96RY5","CRAMP1","ENSG00000007545"
"ST3GAL5","Q9UNP4","ST3GAL5","ENSG00000115525"
"FAM171A1","Q5VUB5","FAM171A1","ENSG00000148468"
"LRRC23","Q53EV4","LRRC23","ENSG00000010626"
"C19orf44","Q9H6X5","C19orf44","ENSG00000105072"
"RACK1","P63244","RACK1","ENSG00000204628"
"MED16","Q9Y2X0","MED16","ENSG00000175221"
"BRAF","P15056","BRAF","ENSG00000157764"
"ACE2","Q9BYF1","ACE2","ENSG00000130234"
"TMOD1","P28289","TMOD1","ENSG00000136842"
"AFDN","P55196","AFDN","ENSG00000130396"
"TMA7","Q9Y2S6","TMA7","ENSG00000232112"
"CCDC106","Q9BWC9","CCDC106","ENSG00000173581"
"SPINT2","O43291","SPINT2","ENSG00000167642"
"CCDC51","Q96ER9","CCDC51","ENSG00000164051"
"ZNF581","Q9P0T4","ZNF581","ENSG00000171425"
"ARFIP2","P53365","ARFIP2","ENSG00000132254"
"C19orf33","Q9GZP8","C19orf33","ENSG00000167644"
"ZNF580","Q9UK33","ZNF580","ENSG00000213015"
"VPS33B","Q9H267","VPS33B","ENSG00000184056"
"OR5V1","Q9UGF6","OR5V1","ENSG00000227137"
"VPS26C","O14972","VPS26C","ENSG00000157538"
"VWA8","A3KMH1","VWA8","ENSG00000102763"
"OR11A1","Q9GZK7","OR11A1","ENSG00000223898"
"MT4","P47944","MT4","ENSG00000102891"
"GPATCH11","Q8N954","GPATCH11","ENSG00000152133"
"ADAMTS17","Q8TE56","ADAMTS17","ENSG00000140470"
"PCDHGC5","Q9Y5F6","PCDHGC5","ENSG00000240764"
"TDRD15","B5MCY1","TDRD15","ENSG00000218819"
"MT3","P25713","MT3","ENSG00000087250"
"PCDHGA6","Q9Y5G7","PCDHGA6","ENSG00000253731"
"ISYNA1","Q9NPH2","ISYNA1","ENSG00000105655"
"PPP1R14A","Q96A00","PPP1R14A","ENSG00000167641"
"OR4C13","Q8NGP0","OR4C13","ENSG00000258817"
"PCDHGA10","Q9Y5H3","PCDHGA10","ENSG00000253846"
"MUSTN1","Q8IVN3","MUSTN1","ENSG00000272573"
"C5orf47","Q569G3","C5orf47","ENSG00000185056"
"ZDHHC8","Q9ULC8","ZDHHC8","ENSG00000099904"
"RNF14","Q9UBS8","RNF14","ENSG00000013561"
"MT2A","P02795","MT2A","ENSG00000125148"
"SKP1","P63208","SKP1","ENSG00000113558"
"PCDHGA4","Q9Y5G9","PCDHGA4","ENSG00000262576"
"CCL3L1","P16619","CCL3L1","ENSG00000276085"
"CCL3L1","P16619","CCL3L3","ENSG00000276085"
"PCDHGB1","Q9Y5G3","PCDHGB1","ENSG00000254221"
"TTBK1","Q5TCY1","TTBK1","ENSG00000146216"
"PCDHGA12","O60330","PCDHGA12","ENSG00000253159"
"OR4C12","Q96R67","OR4C12","ENSG00000221954"
"PCDHGA3","Q9Y5H0","PCDHGA3","ENSG00000254245"
"NINJ2","Q9NZG7","NINJ2","ENSG00000171840"
"PCDH12","Q9NPG4","PCDH12","ENSG00000113555"
"IFT172","Q9UG01","IFT172","ENSG00000138002"
"GATD1","Q8NB37","GATD1","ENSG00000177225"
"PCDHGA2","Q9Y5H1","PCDHGA2","ENSG00000081853"
"PRMT2","P55345","PRMT2","ENSG00000160310"
"UBE2K","P61086","UBE2K","ENSG00000078140"
"INPP5F","Q9Y2H2","INPP5F","ENSG00000198825"
"PCDHGA1","Q9Y5H4","PCDHGA1","ENSG00000204956"
"PCDHGC3","Q9UN70","PCDHGC3","ENSG00000240184"
"NXT1","Q9UKK6","NXT1","ENSG00000132661"
"FLOT1","O75955","FLOT1","ENSG00000230143"
"TBCK","Q8TEA7","TBCK","ENSG00000145348"
"OR2H1","Q9GZK4","OR2H1","ENSG00000229408"
"CDCA5","Q96FF9","CDCA5","ENSG00000146670"
"COL28A1","Q2UY09","COL28A1","ENSG00000215018"
"HLA-C","P10321","HLA-C","ENSG00000204525"
"USP24","Q9UPU5","USP24","ENSG00000162402"
"GSR","P00390","GSR","ENSG00000104687"
"PHACTR3","Q96KR7","PHACTR3","ENSG00000087495"
"RHOBTB1","O94844","RHOBTB1","ENSG00000072422"
"ZNF251","Q9BRH9","ZNF251","ENSG00000278062"
"SLC2A5","P22732","SLC2A5","ENSG00000142583"
"AP3S1","Q92572","AP3S1","ENSG00000177879"
"MT1E","P04732","MT1E","ENSG00000169715"
"EPHX2","P34913","EPHX2","ENSG00000120915"
"PCDHGA8","Q9Y5G5","PCDHGA8","ENSG00000253767"
"INSYN1","Q2T9L4","INSYN1","ENSG00000205363"
"SLC25A37","Q9NYZ2","SLC25A37","ENSG00000147454"
"USP28","Q96RU2","USP28","ENSG00000048028"
"ITIH4","Q14624","ITIH4","ENSG00000055955"
"MT1M","Q8N339","MT1M","ENSG00000205364"
"ETV4","P43268","ETV4","ENSG00000175832"
"PCDHGA5","Q9Y5G8","PCDHGA5","ENSG00000253485"
"FAM122C","Q6P4D5","FAM122C","ENSG00000156500"
"ATG12","O94817","ATG12","ENSG00000145782"
"PCDHGC4","Q9Y5F7","PCDHGC4","ENSG00000242419"
"EIF2AK2","P19525","EIF2AK2","ENSG00000055332"
"UST","Q9Y2C2","UST","ENSG00000111962"
"RELT","Q969Z4","RELT","ENSG00000054967"
"DNAJC1","Q96KC8","DNAJC1","ENSG00000136770"
"CCDC188","H7C350","CCDC188","ENSG00000234409"
"LRRC3B","Q96PB8","LRRC3B","ENSG00000179796"
"OXER1","Q8TDS5","OXER1","ENSG00000162881"
"SATB2","Q9UPW6","SATB2","ENSG00000119042"
"PSMB8","P28062","PSMB8","ENSG00000226201"
"FOLR2","P14207","FOLR2","ENSG00000165457"
"PTPN20","Q4JDL3","PTPN20","ENSG00000204179"
"CTAGE6","Q86UF2","CTAGE6","ENSG00000271321"
"GALE","Q14376","GALE","ENSG00000117308"
"STIMATE","Q86TL2","STIMATE","ENSG00000213533"
"PCDHGB4","Q9UN71","PCDHGB4","ENSG00000253953"
"EBLN1","P0CF75","EBLN1","ENSG00000223601"
"MT1A","P04731","MT1A","ENSG00000205362"
"PCDHGB5","Q9Y5G0","PCDHGB5","ENSG00000276547"
"PCDHGB3","Q9Y5G1","PCDHGB3","ENSG00000262209"
"MAU2","Q9Y6X3","MAU2","ENSG00000129933"
"PCDHGB6","Q9Y5F9","PCDHGB6","ENSG00000253305"
"PCDHGA9","Q9Y5G4","PCDHGA9","ENSG00000261934"
"WDR4","P57081","WDR4","ENSG00000160193"
"PCDHGA11","Q9Y5H2","PCDHGA11","ENSG00000253873"
"MCMBP","Q9BTE3","MCMBP","ENSG00000197771"
"MAMLD1","Q13495","MAMLD1","ENSG00000013619"
"PSMB9","P28065","PSMB9","ENSG00000240508"
"DMP1","Q13316","DMP1","ENSG00000152592"
"CCL4L2","Q8NHW4","CCL4L2","ENSG00000276070"
"LTN1","O94822","LTN1","ENSG00000198862"
"PCDHGB2","Q9Y5G2","PCDHGB2","ENSG00000253910"
"STT3B","Q8TCJ2","STT3B","ENSG00000163527"
"DSPP","Q9NZW4","DSPP","ENSG00000152591"
"PCDHGA7","Q9Y5G6","PCDHGA7","ENSG00000253537"
"DRAP1","Q14919","DRAP1","ENSG00000175550"
"U2AF2","P26368","U2AF2","ENSG00000063244"
"AC106774.4","P0DPK5","AC106774.4","ENSG00000268799"
"IBSP","P21815","IBSP","ENSG00000029559"
"TAF11L2","A6NLC8","TAF11L2","ENSG00000284373"
"DHX8","Q14562","DHX8","ENSG00000067596"
"SMIM7","Q9BQ49","SMIM7","ENSG00000214046"
"PCDHGB7","Q9Y5F8","PCDHGB7","ENSG00000254122"
"TAP1","Q03518","TAP1","ENSG00000230705"
"FAM122B","Q7Z309","FAM122B","ENSG00000156504"
"FILIP1","Q7Z7B0","FILIP1","ENSG00000118407"
"MT1B","P07438","MT1B","ENSG00000169688"
"AIMP1","Q12904","AIMP1","ENSG00000164022"
"HSF5","Q4G112","HSF5","ENSG00000176160"
"MIOS","Q9NXC5","MIOS","ENSG00000164654"
"LRP1B","Q9NZR2","LRP1B","ENSG00000168702"
"REEP6","Q96HR9","REEP6","ENSG00000115255"
"MT1F","P04733","MT1F","ENSG00000198417"
"MBLAC1","A4D2B0","MBLAC1","ENSG00000214309"
"USP18","Q9UMW8","USP18","ENSG00000184979"
"DDX21","Q9NR30","DDX21","ENSG00000165732"
"NSFL1C","Q9UNZ2","NSFL1C","ENSG00000088833"
"MAS1L","P35410","MAS1L","ENSG00000237284"
"OARD1","Q9Y530","OARD1","ENSG00000124596"
"C9orf40","Q8IXQ3","C9orf40","ENSG00000135045"
"LETM1","O95202","LETM1","ENSG00000168924"
"CNPY4","Q8N129","CNPY4","ENSG00000166997"
"PUS7","Q96PZ0","PUS7","ENSG00000091127"
"CAMLG","P49069","CAMLG","ENSG00000164615"
"PCM1","Q15154","PCM1","ENSG00000078674"
"RPL37","P61927","RPL37","ENSG00000145592"
"SEC24D","O94855","SEC24D","ENSG00000150961"
"TMX3","Q96JJ7","TMX3","ENSG00000166479"
"DOCK11","Q5JSL3","DOCK11","ENSG00000147251"
"MROH8","Q9H579","MROH8","ENSG00000101353"
"ISL2","Q96A47","ISL2","ENSG00000159556"
"CARNMT1","Q8N4J0","CARNMT1","ENSG00000156017"
"SIRPB2","Q5JXA9","SIRPB2","ENSG00000196209"
"VNN2","O95498","VNN2","ENSG00000112303"
"C6orf47","O95873","C6orf47","ENSG00000228177"
"SLC26A4","O43511","SLC26A4","ENSG00000091137"
"MESD","Q14696","MESD","ENSG00000117899"
"PLPP3","O14495","PLPP3","ENSG00000162407"
"MOB1A","Q9H8S9","MOB1A","ENSG00000114978"
"CHERP","Q8IWX8","CHERP","ENSG00000085872"
"ZC3H8","Q8N5P1","ZC3H8","ENSG00000144161"
"CRIP3","Q6Q6R5","CRIP3","ENSG00000146215"
"MT1G","P13640","MT1G","ENSG00000125144"
"ALKAL2","Q6UX46","ALKAL2","ENSG00000189292"
"RGS19","P49795","RGS19","ENSG00000171700"
"ADGRV1","Q8WXG9","ADGRV1","ENSG00000164199"
"MYO10","Q9HD67","MYO10","ENSG00000145555"
"MT1H","P80294","MT1H","ENSG00000205358"
"ZNF318","Q5VUA4","ZNF318","ENSG00000171467"
"GRM8","O00222","GRM8","ENSG00000179603"
"SLC35E1","Q96K37","SLC35E1","ENSG00000127526"
"MT1X","P80297","MT1X","ENSG00000187193"
"SLC38A5","Q8WUX1","SLC38A5","ENSG00000017483"
"TBC1D23","Q9NUY8","TBC1D23","ENSG00000036054"
"TIAF1","O95411","TIAF1","ENSG00000221995"
"TBC1D3G","Q6DHY5","TBC1D3G","ENSG00000260287"
"TBC1D21","Q8IYX1","TBC1D21","ENSG00000167139"
"TBC1D3H","P0C7X1","TBC1D3H","ENSG00000274226"
"ADGRB3","O60242","ADGRB3","ENSG00000135298"
"ZDHHC16","Q969W1","ZDHHC16","ENSG00000171307"
"UIMC1","Q96RL1","UIMC1","ENSG00000087206"
"HSPA12B","Q96MM6","HSPA12B","ENSG00000132622"
"CLCN4","P51793","CLCN4","ENSG00000073464"
"FAM168A","Q92567","FAM168A","ENSG00000054965"
"RETREG1","Q9H6L5","RETREG1","ENSG00000154153"
"LYSMD3","Q7Z3D4","LYSMD3","ENSG00000176018"
"ANGPT1","Q15389","ANGPT1","ENSG00000154188"
"ALS2CL","Q60I27","ALS2CL","ENSG00000178038"
"EPN1","Q9Y6I3","EPN1","ENSG00000063245"
"RPN2","P04844","RPN2","ENSG00000118705"
"RSPH6A","Q9H0K4","RSPH6A","ENSG00000104941"
"SLC17A2","O00624","SLC17A2","ENSG00000112337"
"DRG2","P55039","DRG2","ENSG00000108591"
"DEFB4B","O15263","DEFB4B","ENSG00000275444"
"DEFB103B","P81534","DEFB103B","ENSG00000273641"
"PHOX2B","Q99453","PHOX2B","ENSG00000109132"
"SLC22A7","Q9Y694","SLC22A7","ENSG00000137204"
"TBC1D3I","A0A087WXS9","TBC1D3I","ENSG00000274933"
"GCNT4","Q9P109","GCNT4","ENSG00000176928"
"CARD6","Q9BX69","CARD6","ENSG00000132357"
"NLRP9","Q7RTR0","NLRP9","ENSG00000185792"
"IER3","P46695","IER3","ENSG00000235030"
"CHRFAM7A","Q494W8","CHRFAM7A","ENSG00000166664"
"HLA-B","P01889","HLA-B","ENSG00000234745"
"HLA-B","P30480","HLA-B","ENSG00000234745"
"HLA-B","P30486","HLA-B","ENSG00000234745"
"HLA-B","Q29836","HLA-B","ENSG00000234745"
"HLA-B","Q31612","HLA-B","ENSG00000234745"
"HLA-B","Q31610","HLA-B","ENSG00000234745"
"CDK9","P50750","CDK9","ENSG00000136807"
"HAAO","P46952","HAAO","ENSG00000162882"
"OR4C46","A6NHA9","OR4C46","ENSG00000185926"
"CEMIP","Q8WUJ3","CEMIP","ENSG00000103888"
"ZC3H6","P61129","ZC3H6","ENSG00000188177"
"TCAF1","Q9Y4C2","TCAF1","ENSG00000198420"
"TSPO2","Q5TGU0","TSPO2","ENSG00000112212"
"CALHM5","Q8N5C1","CALHM5","ENSG00000178033"
"HMGCL","P35914","HMGCL","ENSG00000117305"
"CALHM4","Q5JW98","CALHM4","ENSG00000164451"
"DUT","P33316","DUT","ENSG00000128951"
"P4HA1","P13674","P4HA1","ENSG00000122884"
"ANKRD31","Q8N7Z5","ANKRD31","ENSG00000145700"
"CD82","P27701","CD82","ENSG00000085117"
"SULF1","Q8IWU6","SULF1","ENSG00000137573"
"CIAO1","O76071","CIAO1","ENSG00000144021"
"MEPE","Q9NQ76","MEPE","ENSG00000152595"
"TAF6","P49848","TAF6","ENSG00000106290"
"GPR173","Q9NS66","GPR173","ENSG00000184194"
"TRAPPC3L","Q5T215","TRAPPC3L","ENSG00000173626"
"MTMR4","Q9NYA4","MTMR4","ENSG00000108389"
"APOBEC2","Q9Y235","APOBEC2","ENSG00000124701"
"NCKAP1","Q9Y2A7","NCKAP1","ENSG00000061676"
"OR2F2","O95006","OR2F2","ENSG00000221910"
"ADGRG6","Q86SQ4","ADGRG6","ENSG00000112414"
"DDX60","Q8IY21","DDX60","ENSG00000137628"
"OR2F1","Q13607","OR2F1","ENSG00000213215"
"BDP1","A6H8Y1","BDP1","ENSG00000273873"
"CIZ1","Q9ULV3","CIZ1","ENSG00000148337"
"RPP40","O75818","RPP40","ENSG00000124787"
"DNTTIP1","Q9H147","DNTTIP1","ENSG00000101457"
"LOXL1","Q08397","LOXL1","ENSG00000129038"
"FLOT1","O75955","FLOT1","ENSG00000137312"
"BMP10","O95393","BMP10","ENSG00000163217"
"FOXD4","Q12950","FOXD4","ENSG00000170122"
"ABCA1","O95477","ABCA1","ENSG00000165029"
"SPAG11B","Q08648","SPAG11B","ENSG00000274405"
"MYCBP","Q99417","MYCBP","ENSG00000214114"
"GPR157","Q5UAW9","GPR157","ENSG00000180758"
"UBE2G1","P62253","UBE2G1","ENSG00000132388"
"SNRPC","P09234","SNRPC","ENSG00000124562"
"CEND1","Q8N111","CEND1","ENSG00000184524"
