id_cp_interaction,partner_a,protein_name_a,receptor_symbol_a,partner_b,protein_name_b,TF_symbol_a,Effect,Source,Curator,Xrefs_or_figures,Brivanlou_class,Condition
,Type_I_IFNR,,Type_I_IFNR,,,STAT1,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Type_I_IFNR,,Type_I_IFNR,,,STAT2,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Type_II_IFNR,,Type_II_IFNR,,,STAT1,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Type_II_IFNR,,Type_II_IFNR,,,STAT2,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Type_III_IFNR,,Type_III_IFNR,,,STAT1,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Type_III_IFNR,,Type_III_IFNR,,,STAT2,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,P11473,VDR_HUMAN,VDR,,,VDR,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARA_RXRA,,RAreceptor_RARA_RXRA,,,MEIOSIN,1,publication,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,STRA8
,RAreceptor_RARB_RXRB,,RAreceptor_RARB_RXRB,,,MEIOSIN,1,publication,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,STRA9
,RAreceptor_RARG_RXRG,,RAreceptor_RARG_RXRG,,,MEIOSIN,1,publication,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,STRA10
,RAreceptor_RXRA,,RAreceptor_RXRA,,,RXRA,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RXRB,,RAreceptor_RXRB,,,RXRB,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RXRG,,RAreceptor_RXRG,,,RXRG,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARA,,RAreceptor_RARA,,,RARA,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARB,,RAreceptor_RARB,,,RARB,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARG,,RAreceptor_RARG,,,RARG,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARA_RXRA,,RAreceptor_RARA_RXRA,,,RARA,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARB_RXRB,,RAreceptor_RARB_RXRB,,,RARB,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARG:RXRG,,RAreceptor_RARG:RXRG,,,RARG,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARA_RXRA,,RAreceptor_RARA_RXRA,,,RXRA,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARB_RXRB,,RAreceptor_RARB_RXRB,,,RXRB,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARG:RXRG,,RAreceptor_RARG:RXRG,,,RXRG,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,P54760,EPHB4_HUMAN,EPHB4,,,ELK1,1,PMID:32299362,LGarciaAlonso,,IIA_developmental,
,BMPR1A_BMPR2,,BMPR1A_BMPR2,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMPR1B_BMPR2,,BMPR1B_BMPR2,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMR1A_ACR2A,,BMR1A_ACR2A,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMR1A_AVR2B,,BMR1A_AVR2B,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMR1B_AVR2A,,BMR1B_AVR2A,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMR1B_AVR2B,,BMR1B_AVR2B,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,,,DCC,,,OTX2,1,PMID:33195252,LGarciaAlonso,,IIA_developmental,
,P29323,EPHB2_HUMAN,EPHB2,,,ELK1,1,PMID:12486127,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,P35367,HRH1_HUMAN,HRH1,P19838,NFKB1_HUMAN,NFKB1,1,PMID:23268457,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Q03431,PTH1R_HUMAN,PTH1R,Q12948,FOXC1_HUMAN,FOXC1,1,PMID:32431614,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Q03431,PTH1R_HUMAN,PTH1R,,,RUNX2,1,PMID:32431614,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,P43115,PE2R3_HUMAN,PTGER3,,,ELK1,1,PMID:12486127,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,P43115,PE2R3_HUMAN,PTGER3,,,ETS1,1,PMID:12486127,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
CPI_CC0041E1D30,,,,,,,,,,,,
CPI_CC0104F2A96,,,,,,,,,,,,
CPI_CC045C36F28,,,,,,,,,,,,
CPI_CC051643E98,,,,,,,,,,,,
CPI_CC072007F09,,,,,,,,,,,,
CPI_CC08A4A83F1,,,,,,,,,,,,
CPI_CC0947744F4,,,,,,,,,,,,
CPI_CC09863F59B,,,,,,,,,,,,
CPI_CC09BCDA08E,,,,,,,,,,,,
CPI_CC0B39F327D,,,,,,,,,,,,
CPI_CC0B6E6E341,,,,,,,,,,,,
CPI_CC0C3ECBD1F,,,,,,,,,,,,
CPI_CC0D5F9D20F,,,,,,,,,,,,
CPI_CC0F3691D07,,,,,,,,,,,,
CPI_CS0007697A7,,,,,,,,,,,,
CPI_CS0023FA839,,,,,,,,,,,,
CPI_CS008C9D6E5,,,,,,,,,,,,
CPI_CS00BF6CD40,,,,,,,,,,,,
CPI_CS0107C51C6,,,,,,,,,,,,
CPI_CS0123BC66C,,,,,,,,,,,,
CPI_CS012D15A88,,,,,,,,,,,,
CPI_CS01319F57A,,,,,,,,,,,,
CPI_CS0152E177A,,,,,,,,,,,,
CPI_CS0157F2E34,,,,,,,,,,,,
CPI_CS017A50010,,,,,,,,,,,,
CPI_CS01A4D7E2F,,,,,,,,,,,,
CPI_CS0210859AB,,,,,,,,,,,,
CPI_CS0247DA882,,,,,,,,,,,,
CPI_CS027D7A724,,,,,,,,,,,,
CPI_CS027F8BD7E,,,,,,,,,,,,
CPI_CS0288D901D,,,,,,,,,,,,
CPI_CS028ACED72,,,,,,,,,,,,
CPI_CS02957B1BF,,,,,,,,,,,,
CPI_CS02AEFFE28,,,,,,,,,,,,
CPI_CS02C93975C,,,,,,,,,,,,
CPI_CS02E5ABC5D,,,,,,,,,,,,
CPI_CS03037FE90,,,,,,,,,,,,
CPI_CS0317FAF76,,,,,,,,,,,,
CPI_CS036BF2AC7,,,,,,,,,,,,
CPI_CS038376BA2,,,,,,,,,,,,
CPI_CS0384572FE,,,,,,,,,,,,
CPI_CS03DF8BD36,,,,,,,,,,,,
CPI_CS040AEB4A0,,,,,,,,,,,,
CPI_CS040DDEBFB,,,,,,,,,,,,
CPI_CS045D41398,,,,,,,,,,,,
CPI_CS046B3C139,,,,,,,,,,,,
CPI_CS046BCFC6F,,,,,,,,,,,,
CPI_CS047EE9E03,,,,,,,,,,,,
CPI_CS0484364A2,,,,,,,,,,,,
CPI_CS04BB8F1EC,,,,,,,,,,,,
CPI_CS04C402DFB,,,,,,,,,,,,
CPI_CS04C628758,,,,,,,,,,,,
CPI_CS04CBDE052,,,,,,,,,,,,
CPI_CS04F78ACD6,,,,,,,,,,,,
CPI_CS05426BFFA,,,,,,,,,,,,
CPI_CS0553FFC41,,,,,,,,,,,,
CPI_CS0558AB6A5,,,,,,,,,,,,
CPI_CS055E15573,,,,,,,,,,,,
CPI_CS0569B9B91,,,,,,,,,,,,
CPI_CS05789C9A0,,,,,,,,,,,,
CPI_CS058910188,,,,,,,,,,,,
CPI_CS05AB368CE,,,,,,,,,,,,
CPI_CS05EAF93CC,,,,,,,,,,,,
CPI_CS06072FF4E,,,,,,,,,,,,
CPI_CS063AE1C91,,,,,,,,,,,,
CPI_CS0645666B0,,,,,,,,,,,,
CPI_CS067298D94,,,,,,,,,,,,
CPI_CS069E2161D,,,,,,,,,,,,
CPI_CS06B657CAB,,,,,,,,,,,,
CPI_CS06C0EEFCB,,,,,,,,,,,,
CPI_CS06C6E2321,,,,,,,,,,,,
CPI_CS06D50EBF8,,,,,,,,,,,,
CPI_CS06E556972,,,,,,,,,,,,
CPI_CS0700FDD27,,,,,,,,,,,,
CPI_CS0715DE78D,,,,,,,,,,,,
CPI_CS073D36B1D,,,,,,,,,,,,
CPI_CS075442484,,,,,,,,,,,,
CPI_CS07557A266,,,,,,,,,,,,
CPI_CS076E1A639,,,,,,,,,,,,
CPI_CS077F1340A,,,,,,,,,,,,
CPI_CS07B61574B,,,,,,,,,,,,
CPI_CS08109C435,,,,,,,,,,,,
CPI_CS085E95BC1,,,,,,,,,,,,
CPI_CS0860DA460,,,,,,,,,,,,
CPI_CS089A36491,,,,,,,,,,,,
CPI_CS08A043594,,,,,,,,,,,,
CPI_CS08A853007,,,,,,,,,,,,
CPI_CS08CC8F9D3,,,,,,,,,,,,
CPI_CS08F4E5D70,,,,,,,,,,,,
CPI_CS090FFEDFE,,,,,,,,,,,,
CPI_CS0921BB754,,,,,,,,,,,,
CPI_CS09831CCFD,,,,,,,,,,,,
CPI_CS09F211C3E,,,,,,,,,,,,
CPI_CS0A269FA16,,,,,,,,,,,,
CPI_CS0A34112A6,,,,,,,,,,,,
CPI_CS0A659AAAD,,,,,,,,,,,,
CPI_CS0A66DB1CA,,,,,,,,,,,,
CPI_CS0A6AB5149,,,,,,,,,,,,
CPI_CS0A71F2AAD,,,,,,,,,,,,
CPI_CS0A8A0A053,,,,,,,,,,,,
CPI_CS0A8F7D89F,,,,,,,,,,,,
CPI_CS0A97B38B6,,,,,,,,,,,,
CPI_CS0A9D23000,,,,,,,,,,,,
CPI_CS0AA769F5B,,,,,,,,,,,,
CPI_CS0AB19226A,,,,,,,,,,,,
CPI_CS0AB365861,,,,,,,,,,,,
CPI_CS0AB9C7139,,,,,,,,,,,,
CPI_CS0AC5142FA,,,,,,,,,,,,
CPI_CS0AED3F8E8,,,,,,,,,,,,
CPI_CS0AEE2FB22,,,,,,,,,,,,
CPI_CS0B0B35928,,,,,,,,,,,,
CPI_CS0B2F2EF5D,,,,,,,,,,,,
CPI_CS0B9A4CA4D,,,,,,,,,,,,
CPI_CS0BA342294,,,,,,,,,,,,
CPI_CS0BAF97962,,,,,,,,,,,,
CPI_CS0BCDC40FC,,,,,,,,,,,,
CPI_CS0BDA0D08C,,,,,,,,,,,,
CPI_CS0BE59B43E,,,,,,,,,,,,
CPI_CS0BEC40E19,,,,,,,,,,,,
CPI_CS0C091F24B,,,,,,,,,,,,
CPI_CS0C0D60519,,,,,,,,,,,,
CPI_CS0C16967C6,,,,,,,,,,,,
CPI_CS0C57A3081,,,,,,,,,,,,
CPI_CS0C59AF029,,,,,,,,,,,,
CPI_CS0C623F17A,,,,,,,,,,,,
CPI_CS0C99F8D96,,,,,,,,,,,,
CPI_CS0C9EE65C2,,,,,,,,,,,,
CPI_CS0CA393CC5,,,,,,,,,,,,
CPI_CS0CE2A204A,,,,,,,,,,,,
CPI_CS0CF47221A,,,,,,,,,,,,
CPI_CS0CFA0E4C5,,,,,,,,,,,,
CPI_CS0D238C22B,,,,,,,,,,,,
CPI_CS0D35E69F6,,,,,,,,,,,,
CPI_CS0D48BE017,,,,,,,,,,,,
CPI_CS0D4BB4458,,,,,,,,,,,,
CPI_CS0D9226707,,,,,,,,,,,,
CPI_CS0D9B5AB86,,,,,,,,,,,,
CPI_CS0DAA66443,,,,,,,,,,,,
CPI_CS0DDFD82E7,,,,,,,,,,,,
CPI_CS0DEBE7B69,,,,,,,,,,,,
CPI_CS0DF85303A,,,,,,,,,,,,
CPI_CS0E1BF543E,,,,,,,,,,,,
CPI_CS0E4E75E3B,,,,,,,,,,,,
CPI_CS0E5078EDE,,,,,,,,,,,,
CPI_CS0E54FF657,,,,,,,,,,,,
CPI_CS0E5D1ECCE,,,,,,,,,,,,
CPI_CS0E661878B,,,,,,,,,,,,
CPI_CS0E7C1314F,,,,,,,,,,,,
CPI_CS0E80B08E2,,,,,,,,,,,,
CPI_CS0E8ADC968,,,,,,,,,,,,
CPI_CS0E997FABD,,,,,,,,,,,,
CPI_CS0EB5F7B6F,,,,,,,,,,,,
CPI_CS0EC80CA59,,,,,,,,,,,,
CPI_CS0EE8AEA34,,,,,,,,,,,,
CPI_CS0EF793D6A,,,,,,,,,,,,
CPI_CS0F6472748,,,,,,,,,,,,
CPI_CS0F670E8BC,,,,,,,,,,,,
CPI_CS0F6CFB979,,,,,,,,,,,,
CPI_CS0FB8775FC,,,,,,,,,,,,
CPI_CS0FBBCDD66,,,,,,,,,,,,
CPI_CS0FCC00896,,,,,,,,,,,,
CPI_CS0FFBA02F8,,,,,,,,,,,,
CPI_SC00064A9CE,,,,,,,,,,,,
CPI_SC0014D5A6E,,,,,,,,,,,,
CPI_SC001669E22,,,,,,,,,,,,
CPI_SC0017F527E,,,,,,,,,,,,
CPI_SC001AFA16D,,,,,,,,,,,,
CPI_SC0035F0B0F,,,,,,,,,,,,
CPI_SC004A436C5,,,,,,,,,,,,
CPI_SC006E22794,,,,,,,,,,,,
CPI_SC00756BB93,,,,,,,,,,,,
CPI_SC0077CEB82,,,,,,,,,,,,
CPI_SC007890A1C,,,,,,,,,,,,
CPI_SC0082A7233,,,,,,,,,,,,
CPI_SC008F4294F,,,,,,,,,,,,
CPI_SC0092846B0,,,,,,,,,,,,
CPI_SC00A0B0892,,,,,,,,,,,,
CPI_SC00ACA947E,,,,,,,,,,,,
CPI_SC00BE2EEE3,,,,,,,,,,,,
CPI_SC00C0800EB,,,,,,,,,,,,
CPI_SC01115AAD1,,,,,,,,,,,,
CPI_SC01195CB48,,,,,,,,,,,,
CPI_SC011F01833,,,,,,,,,,,,
CPI_SC0147A8A42,,,,,,,,,,,,
CPI_SC015980AEB,,,,,,,,,,,,
CPI_SC016235D3A,,,,,,,,,,,,
CPI_SC017215F7F,,,,,,,,,,,,
CPI_SC01833C7FC,,,,,,,,,,,,
CPI_SC019DBDA78,,,,,,,,,,,,
CPI_SC01AB9BED7,,,,,,,,,,,,
CPI_SC01C699B73,,,,,,,,,,,,
CPI_SC01E9FAC20,,,,,,,,,,,,
CPI_SC01EA4FF6B,,,,,,,,,,,,
CPI_SC01F1F24AA,,,,,,,,,,,,
CPI_SC01FFC9392,,,,,,,,,,,,
CPI_SC0200AC9E3,,,,,,,,,,,,
CPI_SC02017BE74,,,,,,,,,,,,
CPI_SC02131C05A,,,,,,,,,,,,
CPI_SC02392F4AF,,,,,,,,,,,,
CPI_SC023986FB9,,,,,,,,,,,,
CPI_SC0247375A7,,,,,,,,,,,,
CPI_SC0247E9ADB,,,,,,,,,,,,
CPI_SC0273E24EB,,,,,,,,,,,,
CPI_SC02AE206BE,,,,,,,,,,,,
CPI_SC02B111AB0,,,,,,,,,,,,
CPI_SC02BFEEC8A,,,,,,,,,,,,
CPI_SC02E74AFA5,,,,,,,,,,,,
CPI_SC02F06FF62,,,,,,,,,,,,
CPI_SC032246C72,,,,,,,,,,,,
CPI_SC0329D5397,,,,,,,,,,,,
CPI_SC033E22B14,,,,,,,,,,,,
CPI_SC03446A95E,,,,,,,,,,,,
CPI_SC035134F18,,,,,,,,,,,,
CPI_SC035953E6B,,,,,,,,,,,,
CPI_SC036D78A43,,,,,,,,,,,,
CPI_SC037C3901A,,,,,,,,,,,,
CPI_SC039D075C6,,,,,,,,,,,,
CPI_SC03ADD2063,,,,,,,,,,,,
CPI_SC03BFF1D95,,,,,,,,,,,,
CPI_SC03C093767,,,,,,,,,,,,
CPI_SC03D71E025,,,,,,,,,,,,
CPI_SC03DD752AB,,,,,,,,,,,,
CPI_SC03DD946B2,,,,,,,,,,,,
CPI_SC04085F9F9,,,,,,,,,,,,
CPI_SC040B3EFBC,,,,,,,,,,,,
CPI_SC040C26CBD,,,,,,,,,,,,
CPI_SC041215790,,,,,,,,,,,,
CPI_SC041DEF0FB,,,,,,,,,,,,
CPI_SC044E3F9B6,,,,,,,,,,,,
CPI_SC0458F68A5,,,,,,,,,,,,
CPI_SC047CEF2DD,,,,,,,,,,,,
CPI_SC04936738A,,,,,,,,,,,,
CPI_SC04AED00CE,,,,,,,,,,,,
CPI_SC04B0064C4,,,,,,,,,,,,
CPI_SC04B354AE3,,,,,,,,,,,,
CPI_SC04F2478E9,,,,,,,,,,,,
CPI_SC04FDBA606,,,,,,,,,,,,
CPI_SC0517A327B,,,,,,,,,,,,
CPI_SC051B1E9C4,,,,,,,,,,,,
CPI_SC0527EEE7A,,,,,,,,,,,,
CPI_SC052A417CB,,,,,,,,,,,,
CPI_SC0530C27A8,,,,,,,,,,,,
CPI_SC053BBE2B1,,,,,,,,,,,,
CPI_SC054484F7B,,,,,,,,,,,,
CPI_SC0545E2502,,,,,,,,,,,,
CPI_SC05565E8CE,,,,,,,,,,,,
CPI_SC056BF6CBB,,,,,,,,,,,,
CPI_SC058845C44,,,,,,,,,,,,
CPI_SC058F72F90,,,,,,,,,,,,
CPI_SC0592EC3D0,,,,,,,,,,,,
CPI_SC05992FDC8,,,,,,,,,,,,
CPI_SC05A209BEC,,,,,,,,,,,,
CPI_SC05B2AA866,,,,,,,,,,,,
CPI_SC05B6D413B,,,,,,,,,,,,
CPI_SC05CCF815E,,,,,,,,,,,,
CPI_SC05CE52A12,,,,,,,,,,,,
CPI_SC05D87F723,,,,,,,,,,,,
CPI_SC05D8C0EF5,,,,,,,,,,,,
CPI_SC05F111D21,,,,,,,,,,,,
CPI_SC0606C6896,,,,,,,,,,,,
CPI_SC060984F83,,,,,,,,,,,,
CPI_SC061137A41,,,,,,,,,,,,
CPI_SC062C5C6C2,,,,,,,,,,,,
CPI_SC062D34C2A,,,,,,,,,,,,
CPI_SC06364D669,,,,,,,,,,,,
CPI_SC063BC3DDE,,,,,,,,,,,,
CPI_SC064937925,,,,,,,,,,,,
CPI_SC06525B099,,,,,,,,,,,,
CPI_SC0672FBD31,,,,,,,,,,,,
CPI_SC067433F6B,,,,,,,,,,,,
CPI_SC0674C647E,,,,,,,,,,,,
CPI_SC067AD890A,,,,,,,,,,,,
CPI_SC067EE23E1,,,,,,,,,,,,
CPI_SC0681D30FE,,,,,,,,,,,,
CPI_SC06873D10F,,,,,,,,,,,,
CPI_SC069F95780,,,,,,,,,,,,
CPI_SC069F9E62C,,,,,,,,,,,,
CPI_SC06ACCFA52,,,,,,,,,,,,
CPI_SC06B4C6DD5,,,,,,,,,,,,
CPI_SC06E5E0C83,,,,,,,,,,,,
CPI_SC070D5A96F,,,,,,,,,,,,
