id_cp_interaction,partner_a,protein_name_a,receptor_symbol_a,partner_b,protein_name_b,TF_symbol_a,Effect,Source,Curator,Xrefs_or_figures,Brivanlou_class,Condition
,Type_II_IFNR,,Type_II_IFNR,,,STAT1,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Type_II_IFNR,,Type_II_IFNR,,,STAT2,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Type_III_IFNR,,Type_III_IFNR,,,STAT1,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Type_III_IFNR,,Type_III_IFNR,,,STAT2,1,Uniprot,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,P11473,VDR_HUMAN,VDR,,,VDR,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARA_RXRA,,RAreceptor_RARA_RXRA,,,MEIOSIN,1,publication,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,STRA8
,RAreceptor_RARB_RXRB,,RAreceptor_RARB_RXRB,,,MEIOSIN,1,publication,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,STRA9
,RAreceptor_RARG_RXRG,,RAreceptor_RARG_RXRG,,,MEIOSIN,1,publication,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,STRA10
,RAreceptor_RXRA,,RAreceptor_RXRA,,,RXRA,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RXRB,,RAreceptor_RXRB,,,RXRB,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RXRG,,RAreceptor_RXRG,,,RXRG,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARA,,RAreceptor_RARA,,,RARA,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARB,,RAreceptor_RARB,,,RARB,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARG,,RAreceptor_RARG,,,RARG,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARA_RXRA,,RAreceptor_RARA_RXRA,,,RARA,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARB_RXRB,,RAreceptor_RARB_RXRB,,,RARB,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARG:RXRG,,RAreceptor_RARG:RXRG,,,RARG,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARA_RXRA,,RAreceptor_RARA_RXRA,,,RXRA,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARB_RXRB,,RAreceptor_RARB_RXRB,,,RXRB,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,RAreceptor_RARG:RXRG,,RAreceptor_RARG:RXRG,,,RXRG,1,selfAssos,LGarciaAlonso,,IIB1_steroid_receptor,
,P54760,EPHB4_HUMAN,EPHB4,,,ELK1,1,PMID:32299362,LGarciaAlonso,,IIA_developmental,
,BMPR1A_BMPR2,,BMPR1A_BMPR2,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMPR1B_BMPR2,,BMPR1B_BMPR2,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMR1A_ACR2A,,BMR1A_ACR2A,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMR1A_AVR2B,,BMR1A_AVR2B,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMR1B_AVR2A,,BMR1B_AVR2A,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,BMR1B_AVR2B,,BMR1B_AVR2B,,,ZGLP1,1,PMID:32054698,LGarciaAlonso,,IIA_developmental,
,,,DCC,,,OTX2,1,PMID:33195252,LGarciaAlonso,,IIA_developmental,
,P29323,EPHB2_HUMAN,EPHB2,,,ELK1,1,PMID:12486127,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,P35367,HRH1_HUMAN,HRH1,P19838,NFKB1_HUMAN,NFKB1,1,PMID:23268457,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Q03431,PTH1R_HUMAN,PTH1R,Q12948,FOXC1_HUMAN,FOXC1,1,PMID:32431614,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,Q03431,PTH1R_HUMAN,PTH1R,,,RUNX2,1,PMID:32431614,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,P43115,PE2R3_HUMAN,PTGER3,,,ELK1,1,PMID:12486127,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
,P43115,PE2R3_HUMAN,PTGER3,,,ETS1,1,PMID:12486127,LGarciaAlonso,,IIB3b_RL_signal_dependent_cytoplasmic,
